Articulo,Factura,Nro,Fecha,SubTotal,Total,Estado,id_producto,Cantidad,PrecioUnitario,Precio,Comentario,Contacto,Cuenta,Edad,Usuario
"Ebroderm Piel Seca","Pedido de Cliente 12",SO660,"2013-07-01 19:19:58",4936.000,6021.920,Created,238,1.000,1234.000,1234.000000,"Ebroderm Piel Seca",,"Cliente 12",32,"uno Visitador"
"Cientific Hyaluronic Facial Implant 30 y 18","Pedido de Cliente 12",SO660,"2013-07-01 19:19:58",4936.000,6021.920,Created,245,1.000,1234.000,1234.000000,"Cientific Hyaluronic Facial Implant 30 y 18",,"Cliente 12",32,"uno Visitador"
"Ebroderm Piel Normal","Pedido de Cliente 20",SO663,"2013-02-10 12:56:22",2757.000,3363.540,Created,210,1.000,1500.000,1500.000000,"Ebroderm Piel Normal",,"Cliente 20",32,"uno Visitador"
Alufren,"Pedido de Cliente 20",SO663,"2013-02-10 12:56:22",2757.000,3363.540,Created,247,1.000,180.000,180.000000,Alufren,,"Cliente 20",32,"uno Visitador"
"Eu-tTG IgA Humana","Pedido de Cliente 20",SO663,"2013-02-10 12:56:22",2757.000,3363.540,Created,246,1.000,897.000,897.000000,"Eu-tTG IgA Humana",,"Cliente 20",32,"uno Visitador"
Viru-Merz,"Pedido de Cliente 20",SO663,"2013-02-10 12:56:22",2757.000,3363.540,Created,251,1.000,180.000,180.000000,Viru-Merz,,"Cliente 20",32,"uno Visitador"
Viru-Merz,"Pedido de Cliente 16",SO664,"2012-11-25 15:53:38",1360.000,1659.200,Created,251,1.000,180.000,180.000000,Viru-Merz,,"Cliente 16",55,"3 Visitador tres"
"Hepa-Merz Granulado","Pedido de Cliente 16",SO664,"2012-11-25 15:53:38",1360.000,1659.200,Created,255,1.000,1000.000,1000.000000,"Hepa-Merz Granulado",,"Cliente 16",55,"3 Visitador tres"
Contractubex,"Pedido de Cliente 16",SO664,"2012-11-25 15:53:38",1360.000,1659.200,Created,249,1.000,180.000,180.000000,Contractubex,,"Cliente 16",55,"3 Visitador tres"
"Ebroderm Piel Normal","Pedido de Cliente 9",SO665,"2013-07-21 16:49:41",1860.000,2269.200,Created,210,1.000,1500.000,1500.000000,"Ebroderm Piel Normal",,"Cliente 9",2,"Dos Visitador Dos"
"Terfiren crema - 5g","Pedido de Cliente 9",SO665,"2013-07-21 16:49:41",1860.000,2269.200,Created,253,1.000,180.000,180.000000,"Terfiren crema - 5g",,"Cliente 9",2,"Dos Visitador Dos"
Pantogar,"Pedido de Cliente 9",SO665,"2013-07-21 16:49:41",1860.000,2269.200,Created,250,1.000,180.000,180.000000,Pantogar,,"Cliente 9",2,"Dos Visitador Dos"
"Cientific Hyaluronic Facial Implant 30 y 18","Pedido de Cliente 3",SO666,"2013-04-10 15:56:41",1594.000,1944.680,Created,245,1.000,1234.000,1234.000000,"Cientific Hyaluronic Facial Implant 30 y 18",,"Cliente 3",32,"uno Visitador"
"Terfiren crema - 5g","Pedido de Cliente 3",SO666,"2013-04-10 15:56:41",1594.000,1944.680,Created,253,1.000,180.000,180.000000,"Terfiren crema - 5g",,"Cliente 3",32,"uno Visitador"
Contractubex,"Pedido de Cliente 3",SO666,"2013-04-10 15:56:41",1594.000,1944.680,Created,249,1.000,180.000,180.000000,Contractubex,,"Cliente 3",32,"uno Visitador"
Ebroset,"Pedido de Cliente 17",SO667,"2012-11-26 19:05:33",2634.000,3213.480,Created,252,1.000,180.000,180.000000,Ebroset,,"Cliente 17",55,"3 Visitador tres"
"Ebro Bebé","Pedido de Cliente 17",SO667,"2012-11-26 19:05:33",2634.000,3213.480,Created,243,1.000,1000.000,1000.000000,"Ebro Beb&eacute;",,"Cliente 17",55,"3 Visitador tres"
"Terfiren crema - 10g","Pedido de Cliente 17",SO667,"2012-11-26 19:05:33",2634.000,3213.480,Created,254,1.000,220.000,220.000000,"Terfiren crema - 10g",,"Cliente 17",55,"3 Visitador tres"
"Ebroderm Piel Seca","Pedido de Cliente 17",SO667,"2012-11-26 19:05:33",2634.000,3213.480,Created,238,1.000,1234.000,1234.000000,"Ebroderm Piel Seca",,"Cliente 17",55,"3 Visitador tres"
"Ebro Bebé","Pedido de Cliente 12",SO668,"2012-11-06 14:23:41",1360.000,1659.200,Created,243,1.000,1000.000,1000.000000,"Ebro Beb&eacute;",,"Cliente 12",2,"Dos Visitador Dos"
Alufren,"Pedido de Cliente 12",SO668,"2012-11-06 14:23:41",1360.000,1659.200,Created,247,1.000,180.000,180.000000,Alufren,,"Cliente 12",2,"Dos Visitador Dos"
Alufren,"Pedido de Cliente 12",SO668,"2012-11-06 14:23:41",1360.000,1659.200,Created,247,1.000,180.000,180.000000,Alufren,,"Cliente 12",2,"Dos Visitador Dos"
Pantogar,"Pedido de Cliente 3",SO669,"2012-09-09 18:12:17",2774.000,3384.280,Created,250,1.000,180.000,180.000000,Pantogar,,"Cliente 3",32,"uno Visitador"
Contractubex,"Pedido de Cliente 3",SO669,"2012-09-09 18:12:17",2774.000,3384.280,Created,249,1.000,180.000,180.000000,Contractubex,,"Cliente 3",32,"uno Visitador"
Contractubex,"Pedido de Cliente 3",SO669,"2012-09-09 18:12:17",2774.000,3384.280,Created,249,1.000,180.000,180.000000,Contractubex,,"Cliente 3",32,"uno Visitador"
"Ebroderm Piel Seca","Pedido de Cliente 3",SO669,"2012-09-09 18:12:17",2774.000,3384.280,Created,238,1.000,1234.000,1234.000000,"Ebroderm Piel Seca",,"Cliente 3",32,"uno Visitador"
Ebroset,"Pedido de Cliente 3",SO669,"2012-09-09 18:12:17",2774.000,3384.280,Created,242,1.000,1000.000,1000.000000,Ebroset,,"Cliente 3",32,"uno Visitador"
"Hepa-Merz Granulado","Pedido de Cliente 14",SO670,"2012-11-12 15:10:38",1580.000,1927.600,Created,255,1.000,1000.000,1000.000000,"Hepa-Merz Granulado",,"Cliente 14",32,"uno Visitador"
Ebroset,"Pedido de Cliente 14",SO670,"2012-11-12 15:10:38",1580.000,1927.600,Created,252,1.000,180.000,180.000000,Ebroset,,"Cliente 14",32,"uno Visitador"
"Terfiren crema - 10g","Pedido de Cliente 14",SO670,"2012-11-12 15:10:38",1580.000,1927.600,Created,254,1.000,220.000,220.000000,"Terfiren crema - 10g",,"Cliente 14",32,"uno Visitador"
"Ad Muc","Pedido de Cliente 14",SO670,"2012-11-12 15:10:38",1580.000,1927.600,Created,248,1.000,180.000,180.000000,"Ad Muc",,"Cliente 14",32,"uno Visitador"
"Cientific Hyaluronic Facial Implant 30 y 18","Pedido de Cliente 16",SO671,"2013-07-11 13:03:06",2734.000,3335.480,Created,245,1.000,1234.000,1234.000000,"Cientific Hyaluronic Facial Implant 30 y 18",,"Cliente 16",32,"uno Visitador"
"Ebroderm Piel Normal","Pedido de Cliente 16",SO671,"2013-07-11 13:03:06",2734.000,3335.480,Created,210,1.000,1500.000,1500.000000,"Ebroderm Piel Normal",,"Cliente 16",32,"uno Visitador"
"Ebroderm Piel Seca","Pedido de Cliente 13",SO672,"2013-05-19 11:19:21",1414.000,1725.080,Created,238,1.000,1234.000,1234.000000,"Ebroderm Piel Seca",,"Cliente 13",55,"3 Visitador tres"
Contractubex,"Pedido de Cliente 13",SO672,"2013-05-19 11:19:21",1414.000,1725.080,Created,249,1.000,180.000,180.000000,Contractubex,,"Cliente 13",55,"3 Visitador tres"
"Ebro Visión","Pedido de Cliente 3",SO673,"2012-08-15 17:47:26",2140.000,2610.800,Created,244,1.000,600.000,600.000000,"Ebro Visi&oacute;n",,"Cliente 3",32,"uno Visitador"
Ebroset,"Pedido de Cliente 3",SO673,"2012-08-15 17:47:26",2140.000,2610.800,Created,242,1.000,1000.000,1000.000000,Ebroset,,"Cliente 3",32,"uno Visitador"
"Terfiren crema - 5g","Pedido de Cliente 3",SO673,"2012-08-15 17:47:26",2140.000,2610.800,Created,253,1.000,180.000,180.000000,"Terfiren crema - 5g",,"Cliente 3",32,"uno Visitador"
"Terfiren crema - 5g","Pedido de Cliente 3",SO673,"2012-08-15 17:47:26",2140.000,2610.800,Created,253,1.000,180.000,180.000000,"Terfiren crema - 5g",,"Cliente 3",32,"uno Visitador"
"Terfiren crema - 5g","Pedido de Cliente 3",SO673,"2012-08-15 17:47:26",2140.000,2610.800,Created,253,1.000,180.000,180.000000,"Terfiren crema - 5g",,"Cliente 3",32,"uno Visitador"
"Ad Muc","Pedido de Cliente 4",SO674,"2012-09-07 16:04:48",800.000,976.000,Created,248,1.000,180.000,180.000000,"Ad Muc",,"Cliente 4",2,"Dos Visitador Dos"
"Terfiren crema - 10g","Pedido de Cliente 4",SO674,"2012-09-07 16:04:48",800.000,976.000,Created,254,1.000,220.000,220.000000,"Terfiren crema - 10g",,"Cliente 4",2,"Dos Visitador Dos"
"Terfiren crema - 10g","Pedido de Cliente 4",SO674,"2012-09-07 16:04:48",800.000,976.000,Created,254,1.000,220.000,220.000000,"Terfiren crema - 10g",,"Cliente 4",2,"Dos Visitador Dos"
Pantogar,"Pedido de Cliente 4",SO674,"2012-09-07 16:04:48",800.000,976.000,Created,250,1.000,180.000,180.000000,Pantogar,,"Cliente 4",2,"Dos Visitador Dos"
"Ebro Bebé","Pedido de Cliente 2",SO675,"2012-08-29 13:47:04",1000.000,1220.000,Created,243,1.000,1000.000,1000.000000,"Ebro Beb&eacute;",,"Cliente 2",32,"uno Visitador"
Pantogar,"Pedido de Cliente 11",SO676,"2012-10-05 16:03:51",360.000,439.200,Created,250,1.000,180.000,180.000000,Pantogar,,"Cliente 11",2,"Dos Visitador Dos"
Alufren,"Pedido de Cliente 11",SO676,"2012-10-05 16:03:51",360.000,439.200,Created,247,1.000,180.000,180.000000,Alufren,,"Cliente 11",2,"Dos Visitador Dos"
"Ebroderm Piel Seca","Pedido de Cliente 13",SO677,"2013-02-18 15:39:12",4545.000,5544.900,Created,238,1.000,1234.000,1234.000000,"Ebroderm Piel Seca",,"Cliente 13",2,"Dos Visitador Dos"
"Cientific Hyaluronic Facial Implant 30 y 18","Pedido de Cliente 13",SO677,"2013-02-18 15:39:12",4545.000,5544.900,Created,245,1.000,1234.000,1234.000000,"Cientific Hyaluronic Facial Implant 30 y 18",,"Cliente 13",2,"Dos Visitador Dos"
"Eu-tTG IgA Humana","Pedido de Cliente 13",SO677,"2013-02-18 15:39:12",4545.000,5544.900,Created,246,1.000,897.000,897.000000,"Eu-tTG IgA Humana",,"Cliente 13",2,"Dos Visitador Dos"
Ebroset,"Pedido de Cliente 13",SO677,"2013-02-18 15:39:12",4545.000,5544.900,Created,242,1.000,1000.000,1000.000000,Ebroset,,"Cliente 13",2,"Dos Visitador Dos"
"Terfiren crema - 5g","Pedido de Cliente 13",SO677,"2013-02-18 15:39:12",4545.000,5544.900,Created,253,1.000,180.000,180.000000,"Terfiren crema - 5g",,"Cliente 13",2,"Dos Visitador Dos"
"Terfiren crema - 5g","Pedido de Cliente 19",SO678,"2012-11-27 15:30:26",2014.000,2457.080,Created,253,1.000,180.000,180.000000,"Terfiren crema - 5g",,"Cliente 19",2,"Dos Visitador Dos"
"Ebroderm Piel Seca","Pedido de Cliente 19",SO678,"2012-11-27 15:30:26",2014.000,2457.080,Created,238,1.000,1234.000,1234.000000,"Ebroderm Piel Seca",,"Cliente 19",2,"Dos Visitador Dos"
"Ebro Visión","Pedido de Cliente 19",SO678,"2012-11-27 15:30:26",2014.000,2457.080,Created,244,1.000,600.000,600.000000,"Ebro Visi&oacute;n",,"Cliente 19",2,"Dos Visitador Dos"
"Terfiren crema - 10g","Pedido de Cliente 16",SO680,"2013-02-10 19:15:40",1220.000,1488.400,Created,254,1.000,220.000,220.000000,"Terfiren crema - 10g",,"Cliente 16",32,"uno Visitador"
"Terfiren crema - 10g","Pedido de Cliente 16",SO680,"2013-02-10 19:15:40",1220.000,1488.400,Created,254,1.000,220.000,220.000000,"Terfiren crema - 10g",,"Cliente 16",32,"uno Visitador"
"Ad Muc","Pedido de Cliente 16",SO680,"2013-02-10 19:15:40",1220.000,1488.400,Created,248,1.000,180.000,180.000000,"Ad Muc",,"Cliente 16",32,"uno Visitador"
"Ebro Visión","Pedido de Cliente 16",SO680,"2013-02-10 19:15:40",1220.000,1488.400,Created,244,1.000,600.000,600.000000,"Ebro Visi&oacute;n",,"Cliente 16",32,"uno Visitador"
Contractubex,"Pedido de Cliente 17",SO681,"2012-09-05 14:06:19",1540.000,1878.800,Created,249,1.000,180.000,180.000000,Contractubex,,"Cliente 17",32,"uno Visitador"
"Ebro Bebé","Pedido de Cliente 17",SO681,"2012-09-05 14:06:19",1540.000,1878.800,Created,243,1.000,1000.000,1000.000000,"Ebro Beb&eacute;",,"Cliente 17",32,"uno Visitador"
Pantogar,"Pedido de Cliente 17",SO681,"2012-09-05 14:06:19",1540.000,1878.800,Created,250,1.000,180.000,180.000000,Pantogar,,"Cliente 17",32,"uno Visitador"
Viru-Merz,"Pedido de Cliente 17",SO681,"2012-09-05 14:06:19",1540.000,1878.800,Created,251,1.000,180.000,180.000000,Viru-Merz,,"Cliente 17",32,"uno Visitador"
"Ebro Bebé","Pedido de Cliente 8",SO682,"2013-05-07 13:20:33",2077.000,2533.940,Created,243,1.000,1000.000,1000.000000,"Ebro Beb&eacute;",,"Cliente 8",55,"3 Visitador tres"
Pantogar,"Pedido de Cliente 8",SO682,"2013-05-07 13:20:33",2077.000,2533.940,Created,250,1.000,180.000,180.000000,Pantogar,,"Cliente 8",55,"3 Visitador tres"
"Eu-tTG IgA Humana","Pedido de Cliente 8",SO682,"2013-05-07 13:20:33",2077.000,2533.940,Created,246,1.000,897.000,897.000000,"Eu-tTG IgA Humana",,"Cliente 8",55,"3 Visitador tres"
"Ebroderm Piel Normal","Pedido de Cliente 10",SO683,"2013-01-29 14:16:20",3134.000,3823.480,Created,210,1.000,1500.000,1500.000000,"Ebroderm Piel Normal",,"Cliente 10",32,"uno Visitador"
"Terfiren crema - 5g","Pedido de Cliente 10",SO683,"2013-01-29 14:16:20",3134.000,3823.480,Created,253,1.000,180.000,180.000000,"Terfiren crema - 5g",,"Cliente 10",32,"uno Visitador"
"Terfiren crema - 10g","Pedido de Cliente 10",SO683,"2013-01-29 14:16:20",3134.000,3823.480,Created,254,1.000,220.000,220.000000,"Terfiren crema - 10g",,"Cliente 10",32,"uno Visitador"
"Ebroderm Piel Seca","Pedido de Cliente 10",SO683,"2013-01-29 14:16:20",3134.000,3823.480,Created,238,1.000,1234.000,1234.000000,"Ebroderm Piel Seca",,"Cliente 10",32,"uno Visitador"
"Cientific Hyaluronic Facial Implant 30 y 18","Pedido de Cliente 4",SO684,"2012-09-03 15:44:52",1234.000,1505.480,Created,245,1.000,1234.000,1234.000000,"Cientific Hyaluronic Facial Implant 30 y 18",,"Cliente 4",55,"3 Visitador tres"
Ebroset,"Pedido de Cliente 4",SO685,"2013-06-26 20:29:34",1360.000,1659.200,Created,252,1.000,180.000,180.000000,Ebroset,,"Cliente 4",2,"Dos Visitador Dos"
"Terfiren crema - 5g","Pedido de Cliente 4",SO685,"2013-06-26 20:29:34",1360.000,1659.200,Created,253,1.000,180.000,180.000000,"Terfiren crema - 5g",,"Cliente 4",2,"Dos Visitador Dos"
"Ebro Bebé","Pedido de Cliente 4",SO685,"2013-06-26 20:29:34",1360.000,1659.200,Created,243,1.000,1000.000,1000.000000,"Ebro Beb&eacute;",,"Cliente 4",2,"Dos Visitador Dos"
Ebroset,"Pedido de Cliente 16",SO686,"2012-09-06 11:00:50",1960.000,2391.200,Created,242,1.000,1000.000,1000.000000,Ebroset,,"Cliente 16",2,"Dos Visitador Dos"
Ebroset,"Pedido de Cliente 16",SO686,"2012-09-06 11:00:50",1960.000,2391.200,Created,252,1.000,180.000,180.000000,Ebroset,,"Cliente 16",2,"Dos Visitador Dos"
Ebroset,"Pedido de Cliente 16",SO686,"2012-09-06 11:00:50",1960.000,2391.200,Created,252,1.000,180.000,180.000000,Ebroset,,"Cliente 16",2,"Dos Visitador Dos"
"Ebro Visión","Pedido de Cliente 16",SO686,"2012-09-06 11:00:50",1960.000,2391.200,Created,244,1.000,600.000,600.000000,"Ebro Visi&oacute;n",,"Cliente 16",2,"Dos Visitador Dos"
"Terfiren crema - 5g","Pedido de Cliente 20",SO687,"2013-05-18 20:32:33",1594.000,1944.680,Created,253,1.000,180.000,180.000000,"Terfiren crema - 5g",,"Cliente 20",2,"Dos Visitador Dos"
"Cientific Hyaluronic Facial Implant 30 y 18","Pedido de Cliente 20",SO687,"2013-05-18 20:32:33",1594.000,1944.680,Created,245,1.000,1234.000,1234.000000,"Cientific Hyaluronic Facial Implant 30 y 18",,"Cliente 20",2,"Dos Visitador Dos"
"Terfiren crema - 5g","Pedido de Cliente 20",SO687,"2013-05-18 20:32:33",1594.000,1944.680,Created,253,1.000,180.000,180.000000,"Terfiren crema - 5g",,"Cliente 20",2,"Dos Visitador Dos"
"Ebro Visión","Pedido de Cliente 7",SO688,"2013-04-24 12:51:04",1600.000,1952.000,Created,244,1.000,600.000,600.000000,"Ebro Visi&oacute;n",,"Cliente 7",55,"3 Visitador tres"
Ebroset,"Pedido de Cliente 7",SO688,"2013-04-24 12:51:04",1600.000,1952.000,Created,242,1.000,1000.000,1000.000000,Ebroset,,"Cliente 7",55,"3 Visitador tres"
Ebroset,"Pedido de Cliente 13",SO689,"2012-10-28 14:34:44",1774.000,2164.280,Created,252,1.000,180.000,180.000000,Ebroset,,"Cliente 13",2,"Dos Visitador Dos"
"Terfiren crema - 5g","Pedido de Cliente 13",SO689,"2012-10-28 14:34:44",1774.000,2164.280,Created,253,1.000,180.000,180.000000,"Terfiren crema - 5g",,"Cliente 13",2,"Dos Visitador Dos"
Ebroset,"Pedido de Cliente 13",SO689,"2012-10-28 14:34:44",1774.000,2164.280,Created,252,1.000,180.000,180.000000,Ebroset,,"Cliente 13",2,"Dos Visitador Dos"
"Cientific Hyaluronic Facial Implant 30 y 18","Pedido de Cliente 13",SO689,"2012-10-28 14:34:44",1774.000,2164.280,Created,245,1.000,1234.000,1234.000000,"Cientific Hyaluronic Facial Implant 30 y 18",,"Cliente 13",2,"Dos Visitador Dos"
Pantogar,"Pedido de Cliente 16",SO690,"2013-03-28 10:43:51",5045.000,6154.900,Created,250,1.000,180.000,180.000000,Pantogar,,"Cliente 16",2,"Dos Visitador Dos"
"Ebroderm Piel Seca","Pedido de Cliente 16",SO690,"2013-03-28 10:43:51",5045.000,6154.900,Created,238,1.000,1234.000,1234.000000,"Ebroderm Piel Seca",,"Cliente 16",2,"Dos Visitador Dos"
"Eu-tTG IgA Humana","Pedido de Cliente 16",SO690,"2013-03-28 10:43:51",5045.000,6154.900,Created,246,1.000,897.000,897.000000,"Eu-tTG IgA Humana",,"Cliente 16",2,"Dos Visitador Dos"
"Ebroderm Piel Normal","Pedido de Cliente 16",SO690,"2013-03-28 10:43:51",5045.000,6154.900,Created,210,1.000,1500.000,1500.000000,"Ebroderm Piel Normal",,"Cliente 16",2,"Dos Visitador Dos"
"Cientific Hyaluronic Facial Implant 30 y 18","Pedido de Cliente 16",SO690,"2013-03-28 10:43:51",5045.000,6154.900,Created,245,1.000,1234.000,1234.000000,"Cientific Hyaluronic Facial Implant 30 y 18",,"Cliente 16",2,"Dos Visitador Dos"
"Hepa-Merz Granulado","Pedido de Cliente 12",SO691,"2012-10-04 10:14:09",2857.000,3485.540,Created,255,1.000,1000.000,1000.000000,"Hepa-Merz Granulado",,"Cliente 12",2,"Dos Visitador Dos"
"Eu-tTG IgA Humana","Pedido de Cliente 12",SO691,"2012-10-04 10:14:09",2857.000,3485.540,Created,246,1.000,897.000,897.000000,"Eu-tTG IgA Humana",,"Cliente 12",2,"Dos Visitador Dos"
"Ebro Visión","Pedido de Cliente 12",SO691,"2012-10-04 10:14:09",2857.000,3485.540,Created,244,1.000,600.000,600.000000,"Ebro Visi&oacute;n",,"Cliente 12",2,"Dos Visitador Dos"
Contractubex,"Pedido de Cliente 12",SO691,"2012-10-04 10:14:09",2857.000,3485.540,Created,249,1.000,180.000,180.000000,Contractubex,,"Cliente 12",2,"Dos Visitador Dos"
"Terfiren crema - 5g","Pedido de Cliente 12",SO691,"2012-10-04 10:14:09",2857.000,3485.540,Created,253,1.000,180.000,180.000000,"Terfiren crema - 5g",,"Cliente 12",2,"Dos Visitador Dos"
"Cientific Hyaluronic Facial Implant 30 y 18","Pedido de Cliente 8",SO692,"2013-05-25 18:05:01",1234.000,1505.480,Created,245,1.000,1234.000,1234.000000,"Cientific Hyaluronic Facial Implant 30 y 18",,"Cliente 8",32,"uno Visitador"
Pantogar,"Pedido de Cliente 20",SO693,"2013-05-23 19:55:10",1414.000,1725.080,Created,250,1.000,180.000,180.000000,Pantogar,,"Cliente 20",55,"3 Visitador tres"
"Ebroderm Piel Seca","Pedido de Cliente 20",SO693,"2013-05-23 19:55:10",1414.000,1725.080,Created,238,1.000,1234.000,1234.000000,"Ebroderm Piel Seca",,"Cliente 20",55,"3 Visitador tres"
"Ad Muc","Pedido de Cliente 17",SO694,"2013-04-28 12:59:24",180.000,219.600,Created,248,1.000,180.000,180.000000,"Ad Muc",,"Cliente 17",2,"Dos Visitador Dos"
"Hepa-Merz Granulado","Pedido de Cliente 9",SO695,"2013-06-25 14:10:15",1400.000,1708.000,Created,255,1.000,1000.000,1000.000000,"Hepa-Merz Granulado",,"Cliente 9",2,"Dos Visitador Dos"
Alufren,"Pedido de Cliente 9",SO695,"2013-06-25 14:10:15",1400.000,1708.000,Created,247,1.000,180.000,180.000000,Alufren,,"Cliente 9",2,"Dos Visitador Dos"
"Terfiren crema - 10g","Pedido de Cliente 9",SO695,"2013-06-25 14:10:15",1400.000,1708.000,Created,254,1.000,220.000,220.000000,"Terfiren crema - 10g",,"Cliente 9",2,"Dos Visitador Dos"
"Hepa-Merz Granulado","Pedido de Cliente 3",SO696,"2013-06-17 20:33:31",3860.000,4709.200,Created,255,1.000,1000.000,1000.000000,"Hepa-Merz Granulado",,"Cliente 3",55,"3 Visitador tres"
"Ebro Bebé","Pedido de Cliente 3",SO696,"2013-06-17 20:33:31",3860.000,4709.200,Created,243,1.000,1000.000,1000.000000,"Ebro Beb&eacute;",,"Cliente 3",55,"3 Visitador tres"
Viru-Merz,"Pedido de Cliente 3",SO696,"2013-06-17 20:33:31",3860.000,4709.200,Created,251,1.000,180.000,180.000000,Viru-Merz,,"Cliente 3",55,"3 Visitador tres"
"Terfiren crema - 5g","Pedido de Cliente 3",SO696,"2013-06-17 20:33:31",3860.000,4709.200,Created,253,1.000,180.000,180.000000,"Terfiren crema - 5g",,"Cliente 3",55,"3 Visitador tres"
"Ebroderm Piel Normal","Pedido de Cliente 3",SO696,"2013-06-17 20:33:31",3860.000,4709.200,Created,210,1.000,1500.000,1500.000000,"Ebroderm Piel Normal",,"Cliente 3",55,"3 Visitador tres"
"Cientific Hyaluronic Facial Implant 30 y 18","Pedido de Cliente 17",SO697,"2012-10-02 18:39:44",2414.000,2945.080,Created,245,1.000,1234.000,1234.000000,"Cientific Hyaluronic Facial Implant 30 y 18",,"Cliente 17",2,"Dos Visitador Dos"
"Hepa-Merz Granulado","Pedido de Cliente 17",SO697,"2012-10-02 18:39:44",2414.000,2945.080,Created,255,1.000,1000.000,1000.000000,"Hepa-Merz Granulado",,"Cliente 17",2,"Dos Visitador Dos"
Alufren,"Pedido de Cliente 17",SO697,"2012-10-02 18:39:44",2414.000,2945.080,Created,247,1.000,180.000,180.000000,Alufren,,"Cliente 17",2,"Dos Visitador Dos"
"Ebroderm Piel Normal","Pedido de Cliente 6",SO699,"2012-08-26 14:21:53",2734.000,3335.480,Created,210,1.000,1500.000,1500.000000,"Ebroderm Piel Normal",,"Cliente 6",55,"3 Visitador tres"
"Cientific Hyaluronic Facial Implant 30 y 18","Pedido de Cliente 6",SO699,"2012-08-26 14:21:53",2734.000,3335.480,Created,245,1.000,1234.000,1234.000000,"Cientific Hyaluronic Facial Implant 30 y 18",,"Cliente 6",55,"3 Visitador tres"
"Terfiren crema - 5g","Pedido de Cliente 10",SO700,"2012-11-05 19:59:52",360.000,439.200,Created,253,1.000,180.000,180.000000,"Terfiren crema - 5g",,"Cliente 10",32,"uno Visitador"
Pantogar,"Pedido de Cliente 10",SO700,"2012-11-05 19:59:52",360.000,439.200,Created,250,1.000,180.000,180.000000,Pantogar,,"Cliente 10",32,"uno Visitador"
"Ebroderm Piel Normal","Pedido de Cliente 7",SO701,"2013-02-28 13:36:05",1500.000,1830.000,Created,210,1.000,1500.000,1500.000000,"Ebroderm Piel Normal",,"Cliente 7",32,"uno Visitador"
Ebroset,"Pedido de Cliente 9",SO702,"2013-05-08 18:33:32",1000.000,1220.000,Created,242,1.000,1000.000,1000.000000,Ebroset,,"Cliente 9",32,"uno Visitador"
Ebroset,"Pedido de Cliente 13",SO703,"2012-09-25 15:24:41",2774.000,3384.280,Created,252,1.000,180.000,180.000000,Ebroset,,"Cliente 13",2,"Dos Visitador Dos"
"Terfiren crema - 5g","Pedido de Cliente 13",SO703,"2012-09-25 15:24:41",2774.000,3384.280,Created,253,1.000,180.000,180.000000,"Terfiren crema - 5g",,"Cliente 13",2,"Dos Visitador Dos"
Ebroset,"Pedido de Cliente 13",SO703,"2012-09-25 15:24:41",2774.000,3384.280,Created,242,1.000,1000.000,1000.000000,Ebroset,,"Cliente 13",2,"Dos Visitador Dos"
"Ebroderm Piel Seca","Pedido de Cliente 13",SO703,"2012-09-25 15:24:41",2774.000,3384.280,Created,238,1.000,1234.000,1234.000000,"Ebroderm Piel Seca",,"Cliente 13",2,"Dos Visitador Dos"
"Ad Muc","Pedido de Cliente 13",SO703,"2012-09-25 15:24:41",2774.000,3384.280,Created,248,1.000,180.000,180.000000,"Ad Muc",,"Cliente 13",2,"Dos Visitador Dos"
Ebroset,"Pedido de Cliente 6",SO704,"2012-10-09 13:34:24",3040.000,3708.800,Created,242,1.000,1000.000,1000.000000,Ebroset,,"Cliente 6",32,"uno Visitador"
Alufren,"Pedido de Cliente 6",SO704,"2012-10-09 13:34:24",3040.000,3708.800,Created,247,1.000,180.000,180.000000,Alufren,,"Cliente 6",32,"uno Visitador"
"Terfiren crema - 5g","Pedido de Cliente 6",SO704,"2012-10-09 13:34:24",3040.000,3708.800,Created,253,1.000,180.000,180.000000,"Terfiren crema - 5g",,"Cliente 6",32,"uno Visitador"
Contractubex,"Pedido de Cliente 6",SO704,"2012-10-09 13:34:24",3040.000,3708.800,Created,249,1.000,180.000,180.000000,Contractubex,,"Cliente 6",32,"uno Visitador"
"Ebroderm Piel Normal","Pedido de Cliente 6",SO704,"2012-10-09 13:34:24",3040.000,3708.800,Created,210,1.000,1500.000,1500.000000,"Ebroderm Piel Normal",,"Cliente 6",32,"uno Visitador"
"Hepa-Merz Granulado","Pedido de Cliente 19",SO705,"2013-05-24 14:48:36",3680.000,4489.600,Created,255,1.000,1000.000,1000.000000,"Hepa-Merz Granulado",,"Cliente 19",32,"uno Visitador"
"Ebroderm Piel Normal","Pedido de Cliente 19",SO705,"2013-05-24 14:48:36",3680.000,4489.600,Created,210,1.000,1500.000,1500.000000,"Ebroderm Piel Normal",,"Cliente 19",32,"uno Visitador"
Ebroset,"Pedido de Cliente 19",SO705,"2013-05-24 14:48:36",3680.000,4489.600,Created,242,1.000,1000.000,1000.000000,Ebroset,,"Cliente 19",32,"uno Visitador"
Alufren,"Pedido de Cliente 19",SO705,"2013-05-24 14:48:36",3680.000,4489.600,Created,247,1.000,180.000,180.000000,Alufren,,"Cliente 19",32,"uno Visitador"
"Eu-tTG IgA Humana","Pedido de Cliente 12",SO707,"2013-02-02 13:59:33",1437.000,1753.140,Created,246,1.000,897.000,897.000000,"Eu-tTG IgA Humana",,"Cliente 12",32,"uno Visitador"
